code,label,total,age,male,female
RO322,Ilfov,58603,35-39,28420,30183
RO4,Macroregiunea Patru,236988,35-39,123105,113883
RO41,Sud-Vest Oltenia,119473,35-39,62011,57462
RO411,Dolj,39475,35-39,20221,19254
RO412,Gorj,21047,35-39,10946,10101
RO413,Mehedinţi,13764,35-39,7198,6566
RO414,Olt,24068,35-39,12803,11265
RO415,Vâlcea,21119,35-39,10843,10276
RO42,Vest,117515,35-39,61094,56421
RO421,Arad,28458,35-39,14809,13649
RO422,Caraş-Severin,14786,35-39,7832,6954
RO423,Hunedoara,20907,35-39,10999,9908
RO424,Timiş,53364,35-39,27454,25910
RO,Romania,1337411,40-44,689440,647971
RO1,Macroregiunea Unu,345083,40-44,178923,166160
RO11,Nord-Vest,182528,40-44,94449,88079
RO111,Bihor,39963,40-44,20593,19370
RO112,Bistriţa-Năsăud,20965,40-44,10932,10033
RO113,Cluj,51612,40-44,26638,24974
RO114,Maramureş,32546,40-44,16926,15620
RO115,Satu Mare,24017,40-44,12407,11610
RO116,Sălaj,13425,40-44,6953,6472
RO12,Centru,162555,40-44,84474,78081
RO121,Alba,22193,40-44,11550,10643
RO122,Braşov,40985,40-44,21350,19635
RO123,Covasna,14674,40-44,7639,7035
RO124,Harghita,21352,40-44,11201,10151
RO125,Mureş,34987,40-44,18071,16916
RO126,Sibiu,28364,40-44,14663,13701
RO2,Macroregiunea Doi,370943,40-44,193618,177325
RO21,Nord-Est,212149,40-44,111304,100845
RO211,Bacău,39477,40-44,20802,18675
RO212,Botoşani,26856,40-44,14287,12569
RO213,Iaşi,52031,40-44,27089,24942
RO214,Neamţ,28981,40-44,15007,13974
RO215,Suceava,42067,40-44,21940,20127
RO216,Vaslui,22737,40-44,12179,10558
RO22,Sud-Est,158794,40-44,82314,76480
RO221,Brăila,17707,40-44,9296,8411
RO222,Buzău,25878,40-44,13563,12315
RO223,Constanţa,47691,40-44,24308,23383
RO224,Galaţi,33042,40-44,17029,16013
RO225,Tulcea,12639,40-44,6780,5859
RO226,Vrancea,21837,40-44,11338,10499
RO3,Macroregiunea Trei,381409,40-44,193019,188390
RO31,Sud-Muntenia,187796,40-44,97496,90300
RO311,Argeş,40215,40-44,20606,19609
RO312,Călăraşi,17533,40-44,9123,8410
RO313,Dâmboviţa,32972,40-44,17197,15775
RO314,Giurgiu,16896,40-44,8953,7943
RO315,Ialomiţa,14842,40-44,7781,7061
RO316,Prahova,46642,40-44,23998,22644
RO317,Teleorman,18696,40-44,9838,8858
RO32,Bucureşti-Ilfov,193613,40-44,95523,98090
